volcano_number,volcano_name,primary_volcano_type,country,latitude,longitude,elevation,tectonic_settings,evidence_category
352040,Sumaco,Stratovolcano,Ecuador,-0.538,-77.626,3990,Subduction zone / Continental crust (>25 km),Evidence Uncertain
352041,Illiniza,Stratovolcano,Ecuador,-0.659,-78.714,5248,Subduction zone / Continental crust (>25 km),Evidence Credible
352050,Cotopaxi,Stratovolcano,Ecuador,-0.677,-78.436,5911,Subduction zone / Continental crust (>25 km),Eruption Observed
352060,Quilotoa,Caldera,Ecuador,-0.85,-78.9,3914,Subduction zone / Continental crust (>25 km),Eruption Dated
352071,Chimborazo,Stratovolcano,Ecuador,-1.464,-78.815,6310,Subduction zone / Continental crust (>25 km),Eruption Dated
352080,Tungurahua,Stratovolcano,Ecuador,-1.467,-78.442,5023,Subduction zone / Continental crust (>25 km),Eruption Observed
352081,Licto,Pyroclastic cone(s),Ecuador,-1.78,-78.613,3336,Subduction zone / Continental crust (>25 km),Evidence Uncertain
352090,Sangay,Stratovolcano,Ecuador,-2.005,-78.341,5286,Subduction zone / Continental crust (>25 km),Eruption Observed
353010,Fernandina,Shield,Ecuador,-0.37,-91.55,1476,Rift zone / Oceanic crust (< 15 km),Eruption Observed
353011,Ecuador,Shield,Ecuador,-0.02,-91.546,790,Rift zone / Oceanic crust (< 15 km),Eruption Dated
353020,Wolf,Shield,Ecuador,0.02,-91.35,1710,Rift zone / Oceanic crust (< 15 km),Eruption Observed
353030,Darwin,Shield,Ecuador,-0.18,-91.28,1330,Rift zone / Oceanic crust (< 15 km),Eruption Dated
353040,Alcedo,Shield,Ecuador,-0.43,-91.12,1130,Rift zone / Oceanic crust (< 15 km),Eruption Observed
353050,"Negra, Sierra",Shield,Ecuador,-0.83,-91.17,1124,Rift zone / Oceanic crust (< 15 km),Eruption Observed
353060,"Azul, Cerro",Shield,Ecuador,-0.92,-91.408,1640,Rift zone / Oceanic crust (< 15 km),Eruption Observed
353070,Pinta,Shield,Ecuador,0.58,-90.75,780,Rift zone / Oceanic crust (< 15 km),Eruption Observed
353080,Marchena,Shield,Ecuador,0.33,-90.47,343,Rift zone / Oceanic crust (< 15 km),Eruption Observed
353081,Genovesa,Shield,Ecuador,0.32,-89.958,64,Rift zone / Oceanic crust (< 15 km),Evidence Credible
353090,Santiago,Shield,Ecuador,-0.22,-90.77,920,Rift zone / Oceanic crust (< 15 km),Eruption Observed
353091,Santa Cruz,Shield,Ecuador,-0.62,-90.33,864,Rift zone / Oceanic crust (< 15 km),Evidence Credible
353120,San Cristobal,Shield,Ecuador,-0.88,-89.5,759,Rift zone / Oceanic crust (< 15 km),Evidence Credible
354000,Quimsachata,Lava dome,Peru,-14.176,-71.351,3693,Subduction zone / Continental crust (>25 km),Eruption Dated
354001,"Auquihuato, Cerro",Pyroclastic cone,Peru,-15.07,-73.18,4980,Subduction zone / Continental crust (>25 km),Evidence Uncertain
354002,Sara Sara,Stratovolcano,Peru,-15.33,-73.45,5522,Subduction zone / Continental crust (>25 km),Evidence Credible
354003,Coropuna,Stratovolcano,Peru,-15.52,-72.65,6377,Subduction zone / Continental crust (>25 km),Evidence Credible
354004,Andahua-Orcopampa,Pyroclastic cone(s),Peru,-15.42,-72.33,4713,Subduction zone / Continental crust (>25 km),Eruption Dated
354005,Huambo,Volcanic field,Peru,-15.83,-72.13,4550,Subduction zone / Continental crust (>25 km),Eruption Dated
354006,Sabancaya,Stratovolcano(es),Peru,-15.787,-71.857,5960,Subduction zone / Continental crust (>25 km),Eruption Observed
354007,"Chachani, Nevado",Stratovolcano,Peru,-16.191,-71.53,6057,Subduction zone / Continental crust (>25 km),Evidence Uncertain
354008,"Nicholson, Cerro",Pyroclastic cone,Peru,-16.261,-71.754,2525,Subduction zone / Continental crust (>25 km),Evidence Credible
354010,"Misti, El",Stratovolcano,Peru,-16.294,-71.409,5822,Subduction zone / Continental crust (>25 km),Eruption Observed
354020,Ubinas,Stratovolcano,Peru,-16.355,-70.903,5672,Subduction zone / Continental crust (>25 km),Eruption Observed
354030,Huaynaputina,Stratovolcano,Peru,-16.608,-70.85,4850,Subduction zone / Continental crust (>25 km),Eruption Observed
354031,Ticsani,Lava dome(s),Peru,-16.755,-70.595,5408,Subduction zone / Continental crust (>25 km),Eruption Dated
354040,Tutupaca,Stratovolcano(es),Peru,-17.026,-70.372,5801,Subduction zone / Continental crust (>25 km),Eruption Observed
354050,Yucamane,Stratovolcano(es),Peru,-17.184,-70.196,5495,Subduction zone / Continental crust (>25 km),Eruption Observed
354060,"Casiri, Nevados",Stratovolcano(es),Peru,-17.47,-69.813,5650,Subduction zone / Continental crust (>25 km),Evidence Credible
355010,Tacora,Stratovolcano(es),Chile-Peru,-17.72,-69.77,5980,Subduction zone / Continental crust (>25 km),Unrest / Holocene
355011,Taapaca,Complex,Chile,-18.1,-69.5,5860,Subduction zone / Continental crust (>25 km),Eruption Dated
355012,Parinacota,Stratovolcano,Chile-Bolivia,-18.166,-69.142,6336,Subduction zone / Continental crust (>25 km),Eruption Dated
355020,Guallatiri,Stratovolcano,Chile,-18.42,-69.092,6071,Subduction zone / Continental crust (>25 km),Eruption Observed
355021,Tambo Quemado,Pyroclastic shield,Bolivia,-18.62,-68.75,4215,Subduction zone / Continental crust (>25 km),Evidence Credible
355030,Isluga,Stratovolcano,Chile,-19.15,-68.83,5550,Subduction zone / Continental crust (>25 km),Eruption Observed
355032,Tata Sabaya,Stratovolcano,Bolivia,-19.13,-68.53,5430,Subduction zone / Continental crust (>25 km),Evidence Credible
355035,"Jayu Khota, Laguna",Maar(s),Bolivia,-19.463,-67.432,3650,Subduction zone / Continental crust (>25 km),Evidence Credible
355036,Jatun Mundo Quri Warani,Lava dome(s),Bolivia,-19.78,-66.48,5438,Subduction zone / Continental crust (>25 km),Evidence Uncertain
355040,Irruputuncu,Stratovolcano,Chile-Bolivia,-20.73,-68.55,5163,Subduction zone / Continental crust (>25 km),Eruption Observed
355042,Pampa Luxsar,Volcanic field,Bolivia,-20.85,-68.2,5543,Subduction zone / Continental crust (>25 km),Evidence Uncertain
355050,Olca-Paruma,Stratovolcano(es),Chile-Bolivia,-20.939,-68.413,5705,Subduction zone / Continental crust (>25 km),Eruption Observed
355061,"Azufre, Cerro del",Stratovolcano,Chile,-21.787,-68.237,5846,Subduction zone / Continental crust (>25 km),Evidence Uncertain
355070,San Pedro-San Pablo,Stratovolcano(es),Chile,-21.888,-68.391,6142,Subduction zone / Continental crust (>25 km),Eruption Observed
355090,Putana,Stratovolcano,Chile,-22.557,-67.853,5884,Subduction zone / Continental crust (>25 km),Eruption Observed
355091,Sairecabur,Stratovolcano(es),Chile-Bolivia,-22.72,-67.892,5971,Subduction zone / Continental crust (>25 km),Evidence Credible
355092,Licancabur,Stratovolcano,Chile-Bolivia,-22.83,-67.88,5916,Subduction zone / Continental crust (>25 km),Evidence Credible
355093,Guayaques,Lava dome(s),Chile-Bolivia,-22.895,-67.566,5598,Subduction zone / Continental crust (>25 km),Evidence Credible
355094,Purico Complex,Pyroclastic shield,Chile,-23,-67.75,5703,Subduction zone / Continental crust (>25 km),Evidence Credible
355095,Colachi,Stratovolcano,Chile,-23.236,-67.645,5631,Subduction zone / Continental crust (>25 km),Evidence Credible
355096,Acamarachi,Stratovolcano,Chile,-23.292,-67.618,6023,Subduction zone / Continental crust (>25 km),Evidence Credible
355097,"Overo, Cerro",Maar,Chile,-23.52,-67.67,4555,Subduction zone / Continental crust (>25 km),Evidence Uncertain
355098,Chiliques,Stratovolcano,Chile,-23.58,-67.7,5778,Subduction zone / Continental crust (>25 km),Evidence Uncertain
355100,Lascar,Stratovolcano(es),Chile,-23.37,-67.73,5592,Subduction zone / Continental crust (>25 km),Eruption Observed
355101,Cordon de Puntas Negras,Stratovolcano(es),Chile,-23.743,-67.534,5852,Subduction zone / Continental crust (>25 km),Evidence Credible
355102,Miniques,Stratovolcano(es),Chile,-23.82,-67.77,5910,Subduction zone / Continental crust (>25 km),Evidence Uncertain
355103,"Tujle, Cerro",Maar,Chile,-23.83,-67.95,3550,Subduction zone / Continental crust (>25 km),Evidence Credible
355104,Caichinque,Stratovolcano(es),Chile,-23.949,-67.74,4458,Subduction zone / Continental crust (>25 km),Evidence Uncertain
355105,Tilocalar,Lava cone(es),Chile,-23.97,-68.13,3109,Subduction zone / Continental crust (>25 km),Evidence Uncertain
355106,"Negrillar, El",Pyroclastic cone(s),Chile,-24.18,-68.25,3500,Subduction zone / Continental crust (>25 km),Evidence Credible
355107,Pular,Stratovolcano(es),Chile,-24.188,-68.054,6233,Subduction zone / Continental crust (>25 km),Evidence Uncertain
355108,"Negrillar, La",Pyroclastic cone(s),Chile,-24.319,-68.59,4220,Subduction zone / Continental crust (>25 km),Evidence Uncertain
355109,Socompa,Stratovolcano,Chile-Argentina,-24.396,-68.246,6031,Subduction zone / Continental crust (>25 km),Eruption Dated
355110,Llullaillaco,Stratovolcano,Chile-Argentina,-24.72,-68.53,6739,Subduction zone / Continental crust (>25 km),Eruption Observed
355112,Corrida de Cori Volcanic Field,Stratovolcano,Chile-Argentina,-25.083,-68.367,5451,Subduction zone / Continental crust (>25 km),Evidence Uncertain
355120,Lastarria,Stratovolcano,Chile-Argentina,-25.168,-68.507,5706,Subduction zone / Continental crust (>25 km),Evidence Credible
355121,Cordon del Azufre,Complex,Chile-Argentina,-25.336,-68.521,5481,Subduction zone / Continental crust (>25 km),Evidence Credible
355122,"Bayo Gorbea, Cerro",Complex,Chile-Argentina,-25.414,-68.588,5413,Subduction zone / Continental crust (>25 km),Evidence Credible
355123,"Nevada, Sierra",Complex,Chile-Argentina,-26.48,-68.58,6173,Subduction zone / Continental crust (>25 km),Evidence Credible
355124,Falso Azufre,Complex,Chile-Argentina,-26.8,-68.37,5906,Subduction zone / Continental crust (>25 km),Evidence Uncertain
355125,"Incahuasi, Nevado de",Stratovolcano(es),Chile-Argentina,-27.033,-68.296,6638,Subduction zone / Continental crust (>25 km),Evidence Uncertain
355130,"Ojos del Salado, Nevados",Stratovolcano,Chile-Argentina,-27.109,-68.541,6879,Subduction zone / Continental crust (>25 km),Eruption Dated
355131,"Solo, El",Stratovolcano,Chile-Argentina,-27.105,-68.713,6205,Subduction zone / Continental crust (>25 km),Evidence Credible
355150,Tuzgle,Stratovolcano,Argentina,-24.05,-66.48,5486,Subduction zone / Continental crust (>25 km),Evidence Uncertain
355160,Aracar,Stratovolcano,Argentina,-24.29,-67.783,6095,Subduction zone / Continental crust (>25 km),Evidence Credible
355161,Unnamed,Pyroclastic cone,Argentina,-25.078,-68.266,4652,Subduction zone / Continental crust (>25 km),Evidence Credible
355180,Antofagasta Volcanic Field,Pyroclastic cone(s),Argentina,-26.12,-67.4,3495,Subduction zone / Continental crust (>25 km),Evidence Uncertain
355190,"Condor, El",Stratovolcano,Argentina,-26.632,-68.361,6373,Subduction zone / Continental crust (>25 km),Evidence Credible
355200,Peinado,Stratovolcano,Argentina,-26.623,-68.116,5741,Subduction zone / Continental crust (>25 km),Evidence Credible
355210,"Blanco, Cerro",Caldera,Argentina,-26.789,-67.765,4670,Subduction zone / Continental crust (>25 km),Eruption Dated
355220,Tipas,Complex,Argentina,-27.196,-68.561,6658,Subduction zone / Continental crust (>25 km),Evidence Credible
356011,Easter Island,Shield(s),Chile,-27.15,-109.38,511,Rift zone / Oceanic crust (< 15 km),Evidence Credible
357010,Tupungatito,Stratovolcano,Chile-Argentina,-33.425,-69.797,5660,Subduction zone / Continental crust (>25 km),Eruption Observed
357020,San Jose,Stratovolcano(es),Chile-Argentina,-33.789,-69.895,6070,Subduction zone / Continental crust (>25 km),Eruption Observed
357021,Maipo,Caldera,Chile-Argentina,-34.164,-69.832,5323,Subduction zone / Continental crust (>25 km),Eruption Observed
357022,Palomo,Stratovolcano,Chile,-34.608,-70.295,4860,Subduction zone / Continental crust (>25 km),Evidence Credible
357023,"Atuel, Caldera del",Caldera,Argentina,-34.65,-70.05,5189,Subduction zone / Continental crust (>25 km),Evidence Credible
357024,Risco Plateado,Stratovolcano,Argentina,-34.917,-69.981,4999,Subduction zone / Continental crust (>25 km),Evidence Uncertain
357030,Tinguiririca,Stratovolcano,Chile,-34.814,-70.352,4280,Subduction zone / Continental crust (>25 km),Eruption Observed
357040,Planchon-Peteroa,Stratovolcano(es),Chile,-35.223,-70.568,3977,Subduction zone / Continental crust (>25 km),Eruption Observed
357041,Infiernillo,Volcanic field,Argentina,-35.123,-69.9,3007,Intraplate / Continental crust (>25 km),Eruption Dated
357042,Calabozos,Caldera,Chile,-35.558,-70.496,3508,Subduction zone / Continental crust (>25 km),Evidence Credible
357050,Descabezado Grande,Stratovolcano(es),Chile,-35.58,-70.75,3953,Subduction zone / Continental crust (>25 km),Eruption Observed
357060,"Azul, Cerro",Stratovolcano,Chile,-35.653,-70.761,3788,Subduction zone / Continental crust (>25 km),Eruption Observed
357061,"Maule, Laguna del",Caldera,Chile,-36.058,-70.492,2162,Subduction zone / Continental crust (>25 km),Eruption Dated
357062,San Pedro-Pellado,Stratovolcano(es),Chile,-35.989,-70.849,3621,Subduction zone / Continental crust (>25 km),Evidence Credible
357063,"Longavi, Nevado de",Stratovolcano,Chile,-36.193,-71.161,3242,Subduction zone / Continental crust (>25 km),Eruption Dated
357064,"Blancas, Lomas",Stratovolcano,Chile,-36.286,-71.009,2268,Subduction zone / Continental crust (>25 km),Evidence Credible
357065,"Resago, Volcan",Pyroclastic cone,Chile,-36.45,-70.92,1890,Subduction zone / Continental crust (>25 km),Evidence Credible
357066,Payun Matru,Shield,Argentina,-36.422,-69.241,3715,Subduction zone / Continental crust (>25 km),Eruption Dated
357067,Domuyo,Stratovolcano,Argentina,-36.638,-70.432,4702,Subduction zone / Continental crust (>25 km),Evidence Uncertain
357070,"Chillan, Nevados de",Stratovolcano,Chile,-36.868,-71.378,3180,Subduction zone / Continental crust (>25 km),Eruption Observed
357072,Tromen,Stratovolcano(es),Argentina,-37.144,-70.033,4114,Subduction zone / Continental crust (>25 km),Eruption Observed
357080,Antuco,Stratovolcano,Chile,-37.406,-71.349,2979,Subduction zone / Continental crust (>25 km),Eruption Observed
357081,Trolon,Lava dome(s),Argentina,-37.738,-70.906,2360,Subduction zone / Continental crust (>25 km),Evidence Uncertain
357090,Copahue,Stratovolcano,Chile-Argentina,-37.856,-71.183,2953,Subduction zone / Continental crust (>25 km),Eruption Observed
357091,Callaqui,Stratovolcano,Chile,-37.92,-71.45,3164,Subduction zone / Continental crust (>25 km),Eruption Observed
357092,"Marinaqui, Laguna",Pyroclastic cone(s),Chile,-38.255,-71.167,2108,Subduction zone / Continental crust (>25 km),Evidence Credible
357093,Tolhuaca,Stratovolcano,Chile,-38.31,-71.645,2739,Subduction zone / Continental crust (>25 km),Evidence Credible
357100,Lonquimay,Stratovolcano,Chile,-38.379,-71.586,2832,Subduction zone / Continental crust (>25 km),Eruption Observed
357101,Tralihue,Stratovolcano,Argentina,-38.509,-70.898,2448,Intraplate / Continental crust (>25 km),Evidence Credible
357102,"Blanca, Laguna",Volcanic field,Argentina,-39.02,-70.37,1700,Intraplate / Continental crust (>25 km),Evidence Credible
357110,Llaima,Stratovolcano,Chile,-38.692,-71.729,3125,Subduction zone / Continental crust (>25 km),Eruption Observed
357111,Sollipulli,Caldera,Chile,-38.97,-71.52,2282,Subduction zone / Continental crust (>25 km),Eruption Dated
357112,Caburgua-Huelemolle,Pyroclastic cone(s),Chile,-39.25,-71.75,1652,Subduction zone / Continental crust (>25 km),Eruption Dated
357120,Villarrica,Stratovolcano,Chile,-39.42,-71.93,2847,Subduction zone / Continental crust (>25 km),Eruption Observed
357121,Quetrupillan,Stratovolcano,Chile,-39.496,-71.722,2360,Subduction zone / Continental crust (>25 km),Eruption Dated
357122,Lanin,Stratovolcano,Chile-Argentina,-39.637,-71.502,3776,Subduction zone / Continental crust (>25 km),Eruption Dated
357123,Huanquihue Group,Stratovolcano(es),Argentina,-39.887,-71.58,2189,Subduction zone / Continental crust (>25 km),Eruption Dated
357130,Mocho-Choshuenco,Stratovolcano(es),Chile,-39.927,-72.027,2422,Subduction zone / Continental crust (>25 km),Eruption Observed
357140,Carran-Los Venados,Pyroclastic cone(s),Chile,-40.35,-72.07,1114,Subduction zone / Continental crust (>25 km),Eruption Observed
357150,Puyehue-Cordon Caulle,Stratovolcano,Chile,-40.59,-72.117,2236,Subduction zone / Continental crust (>25 km),Eruption Observed
357153,Antillanca Volcanic Complex,Stratovolcano(es),Chile,-40.783,-72.15,1979,Subduction zone / Continental crust (>25 km),Eruption Dated
357160,Puntiagudo-Cordon Cenizos,Stratovolcano,Chile,-40.969,-72.264,2493,Subduction zone / Continental crust (>25 km),Eruption Observed
358010,Osorno,Stratovolcano,Chile,-41.105,-72.496,2659,Subduction zone / Continental crust (>25 km),Eruption Observed
358011,Tronador,Stratovolcano,Chile-Argentina,-41.157,-71.885,3478,Subduction zone / Continental crust (>25 km),Evidence Uncertain
358012,Cayutue-La Vigueria,Pyroclastic cone(s),Chile,-41.25,-72.27,506,Subduction zone / Continental crust (>25 km),Eruption Dated
358020,Calbuco,Stratovolcano,Chile,-41.33,-72.618,1974,Subduction zone / Continental crust (>25 km),Eruption Observed
358022,Yate,Stratovolcano,Chile,-41.755,-72.396,2187,Subduction zone / Continental crust (>25 km),Eruption Dated
358023,Hornopiren,Stratovolcano,Chile,-41.874,-72.431,1572,Subduction zone / Continental crust (>25 km),Eruption Dated
358024,Apagado,Pyroclastic cone,Chile,-41.88,-72.58,1210,Subduction zone / Continental crust (>25 km),Eruption Dated
358025,Crater Basalt Volcanic Field,Pyroclastic cone(s),Argentina,-42.018,-70.194,1344,Intraplate / Continental crust (>25 km),Evidence Credible
358030,Huequi,Lava dome(s),Chile,-42.377,-72.578,1318,Subduction zone / Continental crust (>25 km),Eruption Observed
358040,Michinmahuida,Stratovolcano,Chile,-42.799,-72.445,2452,Subduction zone / Continental crust (>25 km),Eruption Observed
358041,Chaiten,Caldera,Chile,-42.833,-72.646,1122,Subduction zone / Continental crust (>25 km),Eruption Observed
358049,Yanteles,Stratovolcano(es),Chile,-43.497,-72.81,2049,Subduction zone / Continental crust (>25 km),Eruption Dated
358050,Corcovado,Stratovolcano,Chile,-43.189,-72.794,1826,Subduction zone / Continental crust (>25 km),Eruption Dated
358052,Melimoyu,Stratovolcano,Chile,-44.08,-72.88,2400,Subduction zone / Continental crust (>25 km),Eruption Dated
358053,Puyuhuapi,Pyroclastic cone(s),Chile,-44.3,-72.53,524,Subduction zone / Continental crust (>25 km),Evidence Credible
358054,Mentolat,Stratovolcano,Chile,-44.7,-73.08,1660,Subduction zone / Continental crust (>25 km),Eruption Observed
358055,Cay,Stratovolcano,Chile,-45.059,-72.984,2090,Subduction zone / Continental crust (>25 km),Evidence Uncertain
358056,Maca,Stratovolcano,Chile,-45.1,-73.17,2960,Subduction zone / Continental crust (>25 km),Eruption Dated
358057,"Hudson, Cerro",Stratovolcano,Chile,-45.9,-72.97,1905,Subduction zone / Continental crust (>25 km),Eruption Observed
358060,Lautaro,Stratovolcano,Chile,-49.019,-73.504,3542,Subduction zone / Continental crust (>25 km),Eruption Observed
358062,Aguilera,Stratovolcano,Chile,-50.33,-73.75,2546,Subduction zone / Continental crust (>25 km),Eruption Dated
358063,Reclus,Pyroclastic cone,Chile,-50.964,-73.585,1000,Subduction zone / Continental crust (>25 km),Eruption Observed
358064,Meullin,Volcanic field,Chile,-45.22,-73.05,1080,Subduction zone / Continental crust (>25 km),Evidence Credible
358070,"Burney, Monte",Stratovolcano,Chile,-52.33,-73.4,1758,Subduction zone / Continental crust (>25 km),Eruption Observed
358080,Pali-Aike Volcanic Field,Pyroclastic cone(s),Chile-Argentina,-52.082,-69.698,282,Subduction zone / Continental crust (>25 km),Eruption Dated
358090,Fueguino,Lava dome(s),Chile,-54.97,-70.262,157,Subduction zone / Continental crust (>25 km),Eruption Observed
360010,Saba,Stratovolcano,Netherlands,17.63,-63.23,887,Subduction zone / Oceanic crust (< 15 km),Eruption Observed
360020,"Quill, The",Stratovolcano,Netherlands,17.478,-62.96,601,Subduction zone / Oceanic crust (< 15 km),Eruption Dated
360030,Liamuiga,Stratovolcano,Saint Kitts and Nevis,17.37,-62.8,1156,Subduction zone / Oceanic crust (< 15 km),Eruption Dated
360040,Nevis Peak,Stratovolcano,Saint Kitts and Nevis,17.15,-62.58,985,Subduction zone / Oceanic crust (< 15 km),Evidence Uncertain
360050,Soufriere Hills,Stratovolcano,United Kingdom,16.72,-62.18,915,Subduction zone / Oceanic crust (< 15 km),Eruption Observed
360060,Soufriere Guadeloupe,Stratovolcano,France,16.044,-61.664,1467,Subduction zone / Oceanic crust (< 15 km),Eruption Observed
360080,"Diables, Morne aux",Lava dome(s),Dominica,15.612,-61.43,861,Subduction zone / Oceanic crust (< 15 km),Evidence Credible
360090,"Diablotins, Morne",Stratovolcano,Dominica,15.503,-61.397,1430,Subduction zone / Oceanic crust (< 15 km),Evidence Uncertain
360100,"Trois Pitons, Morne",Complex,Dominica,15.37,-61.33,1387,Subduction zone / Oceanic crust (< 15 km),Eruption Dated
360101,"Watt, Morne",Stratovolcano(es),Dominica,15.307,-61.305,1224,Subduction zone / Oceanic crust (< 15 km),Eruption Observed
360110,"Plat Pays, Morne",Stratovolcano,Dominica,15.255,-61.341,940,Subduction zone / Oceanic crust (< 15 km),Eruption Dated
360120,Pelee,Stratovolcano,France,14.809,-61.165,1394,Subduction zone / Oceanic crust (< 15 km),Eruption Observed
360140,Qualibou,Caldera,Saint Lucia,13.83,-61.05,777,Subduction zone / Oceanic crust (< 15 km),Eruption Observed
360150,Soufriere St. Vincent,Stratovolcano,Saint Vincent and the Grenadines,13.33,-61.18,1220,Subduction zone / Oceanic crust (< 15 km),Eruption Observed
360160,Kick 'em Jenny,Submarine,Grenada,12.3,-61.64,-185,Subduction zone / Oceanic crust (< 15 km),Eruption Observed
360170,St. Catherine,Stratovolcano,Grenada,12.15,-61.67,840,Subduction zone / Oceanic crust (< 15 km),Evidence Credible
370010,Snaefellsjokull,Stratovolcano,Iceland,64.8,-23.783,1446,Rift zone / Oceanic crust (< 15 km),Eruption Dated
370020,Helgrindur,Pyroclastic cone(s),Iceland,64.866,-23.283,986,Rift zone / Oceanic crust (< 15 km),Evidence Credible
370030,Ljosufjoll,Fissure vent(s),Iceland,64.9,-22.483,1063,Rift zone / Oceanic crust (< 15 km),Eruption Dated
371020,Reykjanes,Crater rows,Iceland,63.817,-22.717,140,Rift zone / Oceanic crust (< 15 km),Eruption Observed
371022,Eldey,Submarine,Iceland,63.733,-23,70,Rift zone / Oceanic crust (< 15 km),Confirmed Eruption
371030,Krysuvik-Trolladyngja,Crater rows,Iceland,63.917,-22.067,360,Rift zone / Oceanic crust (< 15 km),Eruption Observed
371040,Brennisteinsfjoll,Crater rows,Iceland,63.933,-21.783,610,Rift zone / Oceanic crust (< 15 km),Eruption Observed
371050,Hengill,Crater rows,Iceland,64.083,-21.416,803,Rift zone / Oceanic crust (< 15 km),Eruption Dated
371051,Hromundartindur,Stratovolcano,Iceland,64.083,-21.333,550,Rift zone / Oceanic crust (< 15 km),Evidence Uncertain
371060,Grimsnes,Crater rows,Iceland,64.05,-20.883,200,Rift zone / Oceanic crust (< 15 km),Eruption Dated
371070,Prestahnukur,Subglacial,Iceland,64.583,-20.666,1385,Rift zone / Oceanic crust (< 15 km),Eruption Dated
371080,Langjokull,Subglacial,Iceland,64.85,-19.7,1100,Rift zone / Oceanic crust (< 15 km),Eruption Dated
371090,Hofsjokull,Subglacial,Iceland,64.833,-18.766,1765,Rift zone / Oceanic crust (< 15 km),Evidence Credible
372010,Vestmannaeyjar,Submarine,Iceland,63.416,-20.266,283,Rift zone / Oceanic crust (< 15 km),Eruption Observed
372020,Eyjafjallajokull,Stratovolcano,Iceland,63.633,-19.633,1651,Rift zone / Oceanic crust (< 15 km),Eruption Observed
372030,Katla,Subglacial,Iceland,63.633,-19.083,1490,Rift zone / Oceanic crust (< 15 km),Eruption Observed
372040,Tindfjallajokull,Stratovolcano,Iceland,63.783,-19.716,1464,Rift zone / Oceanic crust (< 15 km),Evidence Uncertain
372050,Torfajokull,Stratovolcano,Iceland,63.892,-19.122,1280,Rift zone / Oceanic crust (< 15 km),Eruption Observed
372070,Hekla,Stratovolcano,Iceland,63.983,-19.666,1490,Rift zone / Oceanic crust (< 15 km),Eruption Observed
373010,Grimsvotn,Caldera,Iceland,64.416,-17.316,1719,Rift zone / Oceanic crust (< 15 km),Eruption Observed
373012,Thordarhyrna,Stratovolcano,Iceland,64.267,-17.617,1650,Rift zone / Oceanic crust (< 15 km),Confirmed Eruption
373030,Bardarbunga,Stratovolcano,Iceland,64.633,-17.516,2000,Rift zone / Oceanic crust (< 15 km),Eruption Observed
373040,Tungnafellsjokull,Stratovolcano,Iceland,64.75,-17.916,1523,Rift zone / Oceanic crust (< 15 km),Evidence Credible
373050,Kverkfjoll,Stratovolcano,Iceland,64.653,-16.647,1930,Rift zone / Oceanic crust (< 15 km),Eruption Observed
373060,Askja,Stratovolcano,Iceland,65.033,-16.783,1080,Rift zone / Oceanic crust (< 15 km),Eruption Observed
373070,Fremrinamar,Stratovolcano,Iceland,65.416,-16.666,970,Rift zone / Oceanic crust (< 15 km),Eruption Dated
373080,Krafla,Caldera,Iceland,65.715,-16.728,800,Rift zone / Oceanic crust (< 15 km),Eruption Observed
373082,Heidarspordar,Fissure vent,Iceland,65.583,-16.817,490,Rift zone / Oceanic crust (< 15 km),Confirmed Eruption
373090,Theistareykir,Shield,Iceland,65.833,-17.166,540,Rift zone / Oceanic crust (< 15 km),Eruption Dated
373100,Tjornes Fracture Zone,Submarine,Iceland,66.309,-17.118,-75,Rift zone / Oceanic crust (< 15 km),Eruption Observed
374010,Oraefajokull,Stratovolcano,Iceland,64.05,-16.633,2010,Rift zone / Oceanic crust (< 15 km),Eruption Observed
374020,Esjufjoll,Stratovolcano,Iceland,64.25,-16.583,1620,Rift zone / Oceanic crust (< 15 km),Unrest / Holocene
374801,Snaefell,Stratovolcano,Iceland,64.783,-15.55,1833,Rift zone / Oceanic crust (< 15 km),Uncertain Evidence
375010,Kolbeinsey Ridge,Submarine,Iceland,66.67,-18.5,5,Rift zone / Oceanic crust (< 15 km),Eruption Observed
376010,Jan Mayen,Stratovolcano,Norway,71.082,-8.155,2197,Rift zone / Oceanic crust (< 15 km),Eruption Observed
377020,East Gakkel Ridge at 85°E,Submarine,Undersea Features,85.608,85.25,-3800,Rift zone / Oceanic crust (< 15 km),Evidence Credible
381040,Pico Fracture Zone,Submarine,Undersea Features,38.75,-38.08,-4200,Intraplate / Oceanic crust (< 15 km),Eruption Observed
382001,Flores,Stratovolcano(es),Portugal,39.462,-31.216,914,Intraplate / Continental crust (>25 km),Eruption Dated
382002,Corvo,Stratovolcano,Portugal,39.699,-31.111,718,Intraplate / Oceanic crust (< 15 km),Evidence Credible
382010,Fayal,Stratovolcano,Portugal,38.6,-28.73,1043,Rift zone / Oceanic crust (< 15 km),Eruption Observed
382020,Pico,Stratovolcano,Portugal,38.47,-28.4,2351,Rift zone / Oceanic crust (< 15 km),Eruption Observed
382030,San Jorge,Fissure vent,Portugal,38.65,-28.08,1053,Rift zone / Oceanic crust (< 15 km),Eruption Observed
382040,Graciosa,Stratovolcano,Portugal,39.02,-27.97,402,Rift zone / Oceanic crust (< 15 km),Eruption Dated
382050,Terceira,Stratovolcano(es),Portugal,38.73,-27.32,1023,Rift zone / Oceanic crust (< 15 km),Eruption Observed
382070,Don Joao de Castro Bank,Submarine,Portugal,38.23,-26.63,-13,Rift zone / Oceanic crust (< 15 km),Eruption Observed
382080,Sete Cidades,Stratovolcano,Portugal,37.87,-25.78,856,Rift zone / Oceanic crust (< 15 km),Eruption Observed
